"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.11321","count.11322","count.12921","count.12922","NUTS_ID"
1,1236090,110404,23061,168,6638,216,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HU12"
2,1225209,248931,48513,256,7445,132,4,370,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HU31"
3,61432396,3955438,496153,6498,253503,11283,235,1196885,72020,1492,56716,2305,82,49700,6230,60,6274,478,10,49918,313,43,5895,1,6,106646,20247,183,0,0,0,0,"SK02"
4,23234590,4350027,502409,5549,474921,24755,506,442784,33259,571,43094,811,51,20685,859,17,2282,578,3,144309,1580,174,13060,698,19,44631,18555,105,120,1,470,4,"SK03"
